title,company,skills,Type,Duration,experience_level,salary,date_posted,city,governorate,country
warehouse manager,elzaghal co,"logistics management, supply chain optimization, warehousing operations, inventory control, team leadership, operations management, procurement",on-site,full time,experienced,,29 days ago,shubra, cairo, egypt
offline english instructor,berlitz egypt,"english language, languages, linguistics, translation, training, teaching, education, communication skills",on-site,part time,entry level,,29 days ago,6th of october, giza, egypt
travel advisor,ldc travel,"sales, travel, customer service, sales operations, communication, customer care, booking, customer support, ticketing",hybrid,full time,entry level,,29 days ago,cairo,cairo, egypt
infrastructure design engineer,cred developments,"design, engineering, infrastructure design, autocad, civil engineering, communication, computer science, information technology (it)",on-site,full time,experienced,,29 days ago,new cairo, cairo, egypt
key account manager – general trade (gt/ir) sector – upper egypt,rushbrush inc,"sales representative, communication, sales target, sales, negotiation skills, english, microsoft office, negotiation, sales skills",on-site,full time,experienced,,29 days ago,assiut,assiut, egypt
senior hr generalist,dakahlia group,"hr, human resources (hr), personnel, recruitment",on-site,full time,experienced,,29 days ago,10th of ramadan city, sharqia, egypt
senior chemical sales specialist – alexandria based,horizon chemical for special chemicals,"raw materials, sales, chemistry, chemical engineering, raw material, industrial raw materials, factories, outdoor sales",on-site,full time,experienced,,29 days ago,stanley, alexandria, egypt
human resource business partner,dakahlia group,"human resources (hr), business administration, talent management, hr, communication, development, management, microsoft office, recruitment",on-site,full time,manager,,29 days ago,nasr city, cairo, egypt
hr dentist partner,shiny white dental center,"business administration, human resources (hr), recruitment, hr, time scheduling, training management, onboarding",on-site,full time,experienced,,29 days ago,cairo,cairo, egypt
english customer support representative/technical support,etisal international,"customer support, technical support, technical assistance, problem solving, troubleshooting, client satisfaction, communication skills, outsourcing industry, ticketing system",on-site,full time,entry level,,29 days ago,cairo,cairo, egypt
sales representative supplies,cairoscan,"biomedical engineering, sales strategy, sales target achievement, technical sales, medical device sales, client relationship management, product demonstrations",on-site,full time,experienced,,29 days ago,assiut,assiut, egypt
senior property consultant,afnan developments,"real estate, property, sales target, sales, negotiation, client relationship management, market analysis, communication, lead generation",hybrid,full time,experienced,,29 days ago,sheikh zayed, giza, egypt
talent acquisition manager,alarabia group,"sourcing, interviewing, recruitment, talent acquisition, administration, business administration, human resources, human resources (hr), leadership",on-site,full time,manager,,29 days ago,10th of ramadan city, cairo, egypt
tendering and procurement engineer,lvls construction company,"procurement, contract engineering, architecture, purchasing, to, architecture engineering, subcontractor management, contract negotiation, interior finishing",on-site,full time,experienced,,29 days ago,sheikh zayed, giza, egypt
architect,fusion form,"architecture, engineering, revit, autocad, adobe photoshop",on-site,full time,experienced,,29 days ago,maadi, cairo, egypt
activity manager,canadian international school,"business administration, admin, marketing, students trips, students activites, administration, project management",on-site,full time,manager,,29 days ago,new cairo, cairo, egypt
group hr manager,zinox&master,"human resources (hr), hr budgeting, compensation & benefits, performance management system (pms), organizational development (od), learning & development (l&d), succession planning, talent acquisition & recruitment, strategic human resources management",on-site,full time,manager,,29 days ago,obour city, cairo, egypt
office manager,confidential,"administration, secretary, receptionist, office management, communication",on-site,full time,entry level,,29 days ago,maadi, cairo, egypt
purchasing manager,main marks,"procurement, purchasing, vendor management, negotiation, supply chain management, inventory management, contract management, strategic sourcing, cost reduction",on-site,full time,manager,,29 days ago,new cairo, cairo, egypt
executive shadow to ceo,insylos llc,"microsoft office, google workspace, claude, chatgpt, calendly, administration, communication, office management",hybrid,full time,entry level,,29 days ago,cairo,cairo, egypt
technical office engineer - aluminum works,metalo,"2d, design, engineering, architecture, shop drawings, ms office, estimation, applied arts",on-site,full time,experienced,,29 days ago,abu rawash, giza, egypt
graphic designer,caldo e. freddo,"adobe illustrator, adobe photoshop, graphic design, design, branding, typography, layout design, visual communication, creativity",on-site,full time,experienced,,29 days ago,haram, giza, egypt
business development specialist,oppo egypt,"business development, communication skills, market research, construction, market analysis, sales, sales skills, sales target",on-site,full time,experienced,,29 days ago,nasr city, cairo, egypt
export manager (iqf – frozen fruits & vegetables),confidential,"export, logistics, sales, supply chain, agriculture, business development, communication",on-site,full time,manager,,29 days ago,10th of ramadan city, sharqia, egypt
logistics manager (export background),confidential,"export, logistics, supply chain, management, administration, business administration, purchasing",on-site,full time,manager,,29 days ago,10th of ramadan city, sharqia, egypt
mid-level manual qa engineer,vertex technologies,"manual testing, test case design, bug tracking, regression testing, functional testing, analytical skills, problem-solving, communication",on-site,full time,experienced,,29 days ago,cairo,cairo, egypt
junior manual qa engineer,vertex technologies,"manual testing, bug tracking, regression testing, analytical thinking, attention to detail, sdlc knowledge, communication, teamwork",on-site,full time,entry level,,29 days ago,cairo,cairo, egypt
weighing section head,confidential,"management, microsoft office",on-site,full time,manager,,29 days ago,6th of october, giza, egypt
export manager – citrus concentrates,soudanco,"communication, logistics, export, sales, business development, agriculture engineering, food & beverage",on-site,full time,manager,,29 days ago,manakh, port said, egypt
senior litigation legal specialist,tank,"litigation, administration, permits, certifications, governmental authorities",on-site,full time,experienced,,29 days ago,new nozha, cairo, egypt
tax assistant manager,tank,"accounting, finance, compliance, tax, erp, microsoft excel",on-site,full time,manager,,29 days ago,new nozha, cairo, egypt
head of account management,confidential,"management, account management, customer service, sales target, operations management, crm, customer relations",on-site,full time,manager,,29 days ago,sheraton, cairo, egypt
software sales specialist,simple touch software,"sales, crm, sales skills, business development, software, communication, erp, customer service",hybrid,full time,experienced,,29 days ago,maadi, cairo, egypt
electrical light current sales manager,confidential,"engineering, electrical engineering, communication skills, sales skills, sales, communication, sales target",on-site,full time,manager,,29 days ago,giza, giza, egypt
infrastructure engineer,link international,"engineering, infrastructure engineering, mechanical engineering, electrical engineering, project management, autocad, revit, hvac systems, plumbing systems",on-site,full time,experienced,,29 days ago,hurghada, red sea, egypt
office manager,confidential,"administration, ms office, planning, microsoft office",on-site,full time,manager,,29 days ago,6th of october, giza, egypt
accountant,british university of egypt,"accounting, accounts receivable, finance",on-site,full time,entry level,,29 days ago,shorouk city, cairo, egypt
recruitment coordinator,arab food,"talent aquistision, hr, in-house recruiter  talent acquisition specialist, hiring specialist, f&b recruiter",on-site,full time,experienced,,29 days ago,giza, giza, egypt
call center manager,etisalat egypt,"call center, customer support, reporting analysis, kpi management, customer service managment",on-site,full time,manager,,30 days ago,cairo,cairo, egypt
industrial sales engineer - conveyor systems,alsakr for trading and manufacturing of machinery and equipments,"engineering, sales, industrial sales, sales target, systems, management, crm, mechatronics",on-site,full time,experienced,,30 days ago,10th of ramadan city, sharqia, egypt
furniture showroom sales,manzzeli.com,"retail, sales, sales target, b2b sales, b2b, corporate sales, crm, microsoft office, client relationship",on-site,full time,entry level,,30 days ago,nasr city, cairo, egypt
mts enterprise annual bootcamp 2026 - quality control,mts-it,"software testing life cycle, api testing",on-site,internship,entry level,,30 days ago,maadi, cairo, egypt
mts enterprise annual bootcamp software development,mts-it,"software development, java software development",on-site,internship,entry level,,30 days ago,maadi, cairo, egypt
sales manager,confidential,"indoor sales, sales, communication, fashion, leadership, negotiation, retail, sales target",on-site,full time,experienced,,30 days ago,cairo,cairo, egypt
operations & pricing executive – freight forwarding,confidential,"key skills & competencies  • logistics and transportation operations management • route planning and fleet coordination • shipment tracking and delivery management • vendor and subcontractor management • customer service and client relationship management, customer service, logistics, freight forwarding, pricing, supply chain",hybrid,full time,experienced,,30 days ago,cairo,cairo, egypt
finance manager,semak,"accounting, finance, financial analysis, financial management, budgeting, cma, erp",on-site,full time,manager,,30 days ago,dokki, giza, egypt
video editor & motion graphics,xontel,"motion graphics, video editing, motion, adobe photoshop, graphic design, illustrator, premiere",on-site,full time,entry level,,30 days ago,alexandria,alexandria, egypt
commercial sales manager,united elite company,"commercial sales, sales, sales target, administration, business administration, business development, communication",remote,full time,manager,,30 days ago,cairo,cairo, egypt
remote tele sales representative,united elite company,"sales, customer support, customer service, communication, negotiation, telesales",remote,full time,experienced,,30 days ago,cairo,cairo, egypt
hr assistant,billqode,"administration, human resources (hr), microsoft office, office management, recruitment support, onboarding, data entry",on-site,internship,entry level,,30 days ago,sheraton, cairo, egypt
cost engineer,riseup (endemag for administrative skills development),"cost management, budgeting, financial analysis, cost estimation, project management, analytical thinking, reporting",hybrid,full time,experienced,,30 days ago,maadi, cairo, egypt
customer service clerk,caldo e. freddo,"sales, customer support, customer care, communication, problem-solving, active listening, conflict resolution, crm software, time management",on-site,full time,experienced,,30 days ago,haram, giza, egypt
senior ux-ui product designer,aptivamena tech,"ui/ux, information technology (it), ui, ux, figma, computer science, css, design",on-site,full time,experienced,,30 days ago,cairo,cairo, egypt
networks & it technical trainer,gb corp,"networks, computer science, technical support, networking, cisco, training, information technology (it)",on-site,full time,entry level,,30 days ago,15th may city, cairo, egypt
customer service administrator,eltarek group,"business development, e-marketing, social media, customer service, crm, communication, management",on-site,full time,experienced,,30 days ago,alibrahimiyyah, alexandria, egypt
senior hr business partner,confidential,"business administration, human resources (hr), recruitment, microsoft office, talent acquisition, talent management, information technology (it)",on-site,full time,experienced,,30 days ago,sheraton, cairo, egypt
business developer - sales,zain,"sales field, business development, sales, sales target, software development, outdoor sales, client relationship management, negotiation",on-site,full time,entry level,,30 days ago,maadi, cairo, egypt
senior marketing manager,twindix global inc.,"marketing strategy, organic social media, viral content, short-form video, concentration, tiktok marketing, instagram reels, youtube shorts, social media growth",remote,full time,senior management,,30 days ago,cairo,cairo, egypt
workforce & planning specialist,etisalat egypt,"workforce, planning, resource planning, data analysis, reporting, performance analysis, scheduling, proplem solving, forecasting",on-site,full time,experienced,,30 days ago,cairo,cairo, egypt
محاسب,شركة أون تايم للخدمات اللوجستية,"المحاسبة, microsoft excel, البرامج المحاسبية",on-site,full time,experienced,,30 days ago,beni suef,beni suef, egypt
senior graphic designer,confidential,"adobe illustrator, design, graphic design, adobe photoshop",on-site,full time,experienced,,30 days ago,alexandria,alexandria, egypt
oracle developer,el mohandess print house,"oracle pl/sql, database design, data modeling, problem solving, oracle reports, oracle forms",on-site,full time,entry level,,30 days ago,10th of ramadan city, sharqia, egypt
sales engineer - wiring devices,sas for electrical industries company,"customer service, sales target achievement, sales strategy, product knowledge (wiring devices), client relationship management, negotiation, communication skills",hybrid,full time,entry level,,30 days ago,cairo,cairo, egypt
hr supervisor,istinara,"human resources (hr), personnel, microsoft office, recruitment, hr policies, hr systems, leadership",on-site,full time,experienced,,30 days ago,cairo,cairo, egypt
it specialist,adcons,"computer science, customer service, information technology (it), network, network administration, technical support, troubleshooting, system troubleshooting, hardware installation",on-site,full time,entry level,,30 days ago,cairo,cairo, egypt
java developer,afaqy,"java se, computer science, computer engineering, information technology (it), java ee, socket programming, spring framework, maven",hybrid,full time,experienced,,30 days ago,maadi, cairo, egypt
senior graphic designer,majestic pharmaceuticals,"adobe illustrator, adobe photoshop, graphic design, design, adobe illustrator, branding, typography, layout design",on-site,full time,experienced,,30 days ago,new cairo, cairo, egypt
head chef | fine dining | libya,alrafahiya,"team leadership, hospitality, hospitality management, english fluency, communication, international cuisine, kitchen management, guest experience, cooking",on-site,full time,manager,,30 days ago,cairo,cairo, egypt
sales representative,nile tex for trading and marketing,"sales, sales target, customer service, spare parts",on-site,full time,entry level,,30 days ago,sheraton, cairo, egypt
b2b sales manager– industrial,arma-hsa,"b2b, b2b sales, sales, communication, negotiation, sales target",on-site,full time,manager,,30 days ago,new cairo, cairo, egypt
senior treasury accountant,amreyah cement,"treasury, treasury accounting, treasury management, certified treasury professional, communication, erp, information technology (it), leadership, management",on-site,full time,experienced,,30 days ago,nasr city, cairo, egypt
senior mechanical design engineer - electrical panels,electratec for electric industries,"mechanical design, sheet metal",on-site,full time,experienced,,30 days ago,10th of ramadan city, cairo, egypt
project accountant,concrete plus,"accounting, finance, microsoft excel, financial, financial analysis, financial management, erp, financial reporting, reporting",on-site,full time,experienced,,30 days ago,new cairo, cairo, egypt
area sales manager - wiring devices,sas for electrical industries company,"business development, crm, customer service, management, negotiation, sales, sales target",hybrid,full time,manager,,30 days ago,cairo,cairo, egypt
math teacher,alalson azhari language schools,"education, math, mathematics, teaching",on-site,full time,entry level,,30 days ago,giza,giza, egypt
senior accountant,filkhedma,"accounting, finance, financial analysis, financial management",on-site,full time,experienced,,30 days ago,cairo,cairo, egypt
procurement engineer,tepco s.a.e.,"engineering, erp, logistics, procurement, purchasing, sap, supply chain, shipping, manufacturing",on-site,full time,experienced,,30 days ago,obour city, cairo, egypt
interior designer,elsafwa for construction and touristic development,"autocad, design, interior design, furniture design, interior designer 3dsmax lumion modeling render revit software vray",on-site,full time,experienced,,30 days ago,new cairo, cairo, egypt
marketing manager,confidential,"advertising, digital marketing, market research, social media, marketing, communication, sales",on-site,full time,senior management,,30 days ago,10th of ramadan city, sharqia, egypt
supply chain manager,joy glass,"purchasing, supply chain, supply, procurement, planning, management, logistics",on-site,full time,manager,,30 days ago,6th of october, giza, egypt
export supply chain manager,confidential,"supply chain, supply, purchasing, logistics, export, erp, management",on-site,full time,manager,,30 days ago,10th of ramadan city, sharqia, egypt
site technical office section head,dme holding,"engineering, technical office, autocad, construction, architecture, civil engineering, management, microsoft office, quantity surveying",on-site,full time,manager,,30 days ago,6th of october, giza, egypt
senior bim mechanical engineer,arx developments,"autocad, design, bim, engineering, mechanical, mechanical engineering, revit, electrical engineering",on-site,full time,experienced,,30 days ago,cairo,cairo, egypt
payroll specialist,ego - group,"human resources (hr), personnel, payroll",on-site,full time,experienced,,30 days ago,heliopolis, cairo, egypt
sales engineer-instrumentation,rms,"engineering, sales target, sales",on-site,full time,experienced,,30 days ago,mohandessin, giza, egypt
hr administrative assistant,dora management solutions,"administration, microsoft office, office management, hr, excel, powerpoint, word, data entry",on-site,full time,entry level,,30 days ago,sheraton, cairo, egypt
receptionist,petrogina trading,"administration, receptionist, customer service, communication skills, organizational skills, time management, microsoft office suite, problem-solving, interpersonal skills",on-site,full time,experienced,,30 days ago,giza,giza, egypt
erp specialist,confidential,"erp, computer science, information technology (it), erp software, software development",hybrid,part time,manager,,30 days ago,abu rawash, giza, egypt
senior export sales specialist,nature's rule egypt llc,"export, export sales, logistics, sales, sales target, international trade, customer relationship management",on-site,full time,experienced,,30 days ago,new cairo, cairo, egypt
student life specialist,nile university,"administration, student affairs, student activities",on-site,full time,experienced,,30 days ago,sheikh zayed, giza, egypt
communication coordinator ( marketing department),kts international,"public relations (pr), communication, marketing",on-site,full time,entry level,,30 days ago,new nozha, cairo, egypt
unit distribution manager (quena),arma-hsa,"identifying and evaluating opportunities, problem-solving, commitment, sales, sales field, sales target, sales planning, sales management",on-site,full time,manager,,30 days ago,nagaa hammadi, qena, egypt
senior sales consultant,design2key,"real estate, sales, sales target, communication, selling",on-site,full time,experienced,,30 days ago,cairo,cairo, egypt
senior tour operator - inbound department,travco group,"tour, tourism, travel, customer service, customer support",on-site,full time,experienced,,30 days ago,sheikh zayed, giza, egypt
interior design engineer,hadecon for decoration,"interior design, architectural design, architecture design, computer science, design, drawing, engineering, information technology (it)",on-site,full time,experienced,,30 days ago,nozha, cairo, egypt
medical sales representative - maadi,orthomedics,"medical, medical sales, sales, sales target, medical devices sales, outdoor sales, veterinary medicine",on-site,part time,entry level,,30 days ago,maadi, cairo, egypt
storekeeper,orthomedics,"supply chain, storekeeping, logistics, documentation, management, warehouse management, warehousing",on-site,full time,entry level,,30 days ago,heliopolis, cairo, egypt
senior internal auditor,kreston,"accounting, auditing, business administration, finance, financial analysis, risk management, cia",on-site,full time,experienced,,30 days ago,cairo,cairo, egypt
senior backend engineer (node.js / nestjs / typescript),tech technology,"node.js, software development, software engineering, typescript, nest, architecture, aws, computer science",remote,full time,experienced,,1 month ago,cairo,cairo, egypt
senior logistic specialist,turbo compression,"supply chain optimization, logistics management, vendor management, problem solving, team leadership, process improvement, erp and logistics software, negotiation",on-site,full time,experienced,,1 month ago,heliopolis, cairo, egypt
"hr specialist (recruitment, personnel & payroll)",confidential,"hr, hr specialist, human resources (hr), microsoft office, payroll, personnel, recruitment, talent acquisition, hr systems",on-site,full time,experienced,,1 month ago,cairo,cairo, egypt
sales & pr representative,confidential,"customer service, sales target, sales, pr",on-site,full time,entry level,,1 month ago,cairo,cairo, egypt
experienced manufacturing engineer,confidential,"engineering, mechanical engineering, production, manufacturing, process optimization, lean manufacturing, quality control",on-site,full time,experienced,,1 month ago,alexandria,alexandria, egypt
senior cost accountant,kandil glass,"business analysis, finance analysis, accounting, cost accounting, cost analysis, cost, finance, analytical",on-site,full time,experienced,,1 month ago,10th of ramadan city, cairo, egypt
hr business partner,confidential,"human resources (hr), recruitment",on-site,full time,experienced,,1 month ago,6th of october, giza, egypt
hr business partner (located in damietta),confidential,"human resources (hr), recruitment",on-site,full time,experienced,,1 month ago,new damietta, damietta, egypt
insurance account executive,partner & more,"customer support, customer service, medical insurance, communication",on-site,full time,entry level,,1 month ago,heliopolis, cairo, egypt
hr manager,gazala steel fabrication gsf,"human resources (hr), recruitment",on-site,full time,manager,,1 month ago,new cairo, cairo, egypt
group talent acquistion manager,gazala steel fabrication gsf,"talent management, recruitment, mass hire",on-site,full time,manager,,1 month ago,new cairo, cairo, egypt
mechanical technical office engineer,high art,"mechanical engineering, mechanical, plumbing, autocad, construction, design, maintenance, technical office",on-site,full time,experienced,,1 month ago,sheraton, cairo, egypt
dental sales & service engineer (imaging & cad/cam),confidential,"cam, engineering, sales, dental, digital imaging, medical engineering, medical sales",on-site,full time,entry level,,1 month ago,nasr city, cairo, egypt
export sales executive,confidential,"export, export sales, sales",on-site,full time,experienced,,1 month ago,smouha, alexandria, egypt
business development manager,mhi for trading & contracting,"business development, marketing, sales",on-site,full time,manager,,1 month ago,new cairo, cairo, egypt
civil procurement engineer,sinoma-cdi,"civil engineering, procurement, purchasing, supply chain, civil, engineering, english, architecture",on-site,full time,entry level,,1 month ago,new cairo, cairo, egypt
ai-enhanced full stack developer,zyntra digital,"ai, computer science, information technology (it), javascript, software development, css, engineering, html5",on-site,full time,entry level,,1 month ago,hadayek alahram, giza, egypt
marketing manager – e-commerce & growth,el tawheed we el noor - التوحيد والنور,"e-commerce, e-marketing, marketing",on-site,full time,manager,,1 month ago,mohandessin, giza, egypt
sap erp section head,confidential,"enterprise resource planning, erp, sap, project management, erp implementation, information technology (it)",on-site,full time,senior management,,1 month ago,new cairo, cairo, egypt
information systems department manager,confidential,"information systems, computer science, project management",on-site,full time,senior management,,1 month ago,new cairo, cairo, egypt
senior mechanical engineer,barrier21,"engineering, mechanical engineering, cad software, fea analysis, prototyping, design optimization, project management, problem-solving, technical documentation",on-site,full time,experienced,,1 month ago,new cairo, cairo, egypt
general accountant,confidential,"accounting, finance, accounting software, financial analysis, financial management, ifrs",on-site,full time,experienced,,1 month ago,nasr city, cairo, egypt
logistics coordinator,adispatcher,"customer service, limoanywhere, communication, logistics, microsoft office, supply chain, transportation",on-site,full time,entry level,,1 month ago,6th of october, giza, egypt
technical office architect engineer,link international,"autocad, cad, construction, engineering, technical office, technical, architectural engineering, architecture",on-site,full time,experienced,,1 month ago,cairo,cairo, egypt
senior structure technical office,link international,"autocad, structure, technical office, civil engineering",on-site,full time,manager,,1 month ago,hurghada, red sea, egypt
production engineer,confidential,"engineering, mechanical engineering, production, manufacturing",on-site,full time,experienced,,1 month ago,nasr city, cairo, egypt
call center agent (b1+ english speakers) | new account,etisalat egypt,"call center, customer care, customer service, customer support, english, customer relations, custom clearance, customs clearance, customer satisfaction",on-site,full time,entry level,,1 month ago,new nozha, cairo, egypt
production manager —agriculture commodities (dates & healthy snacks),kerma farms,"agriculture, engineering, production",on-site,full time,manager,,1 month ago,6th of october, giza, egypt
quality assurance analyst,medexera,"quality assurance, qa, communication, monitoring, quality control",on-site,full time,experienced,,1 month ago,new cairo, cairo, egypt
b2b sales executive – industrial solutions (alexandria),trust engineering company,"b2b, b2b sales, sales, sales target, communication, negotiation, crm",on-site,full time,entry level,,1 month ago,cairo,cairo, egypt
b2b sales executive – industrial solutions (cairo),trust engineering company,"b2b, b2b sales, sales, sales target, communication, crm, negotiation",on-site,full time,entry level,,1 month ago,cairo,cairo, egypt
executive assistant for ceo,master global,"administration, management, office management, microsoft office, technical assistance, customer support",on-site,full time,experienced,,1 month ago,cairo,cairo, egypt
product specialist (laboratory medical devices),adi egypt,"product management, market research, cross-functional collaboration, data analysis, communication, presentation skills, problem solving, customer focus",on-site,full time,experienced,,1 month ago,cairo,cairo, egypt
head of office administration,arkania,"team leadership, budget management, office administration, problem solving, organizational skills, communication",on-site,full time,manager,,1 month ago,mansoura, dakahlia, egypt
sales manager – automotive business operations (sharm el sheikh),petro group automotive,"customer service, sales target, sales",on-site,full time,manager,,1 month ago,sharm alsheikh, south sinai, egypt
video creator,hook solutions,"video editing, video montage, video production, video creation, video shooting, videography",on-site,full time,experienced,,1 month ago,cairo,cairo, egypt
senior hr generalist,professional service - proserv,"hr, human resources (hr), organization development, performance management, kpi's, employee relations, hris, management, od",on-site,full time,experienced,,1 month ago,dokki, giza, egypt
finance & insurance (f&i) manager automotive,petro group automotive,"finance, financial analysis, sales, accounting",on-site,full time,manager,,1 month ago,moharam bek, alexandria, egypt
customer service manager,eldawlia scan,"customer service, customer support",on-site,full time,manager,,1 month ago,heliopolis, cairo, egypt
senior coordinator,mcv - obour,"administration, coordination, project management, microsoft office, engineering",on-site,full time,experienced,,1 month ago,obour city, cairo, egypt
backend developer,charisma design,"agile, computer science, api, information technology (it), php, laravel, software development",on-site,full time,experienced,,1 month ago,nasr city, cairo, egypt
procurement & sales specialist,house babylon,"procurement, sales target, sales, purchasing, negotiation, fashion retail, fashion sales",on-site,full time,experienced,,1 month ago,cairo,cairo, egypt
graphic designer intern,autovroom,"creative, premiere, adobe illustrator, adobe photoshop, adobe premiere, communication, design, graphic design",hybrid,internship,student,,1 month ago,obour city, cairo, egypt
ocean freight commercial specialist,first global logistics,"ocean freight, logistics, supply chain, shipping, commercial sales, pricing, freight forwarding",on-site,full time,experienced,,1 month ago,sheraton, cairo, egypt
sales representative – alexandria,petro group automotive,"sales, customer care, sales target",on-site,full time,experienced,,1 month ago,moharam bek, alexandria, egypt
senior technical office architect,confidential,"architecture, engineering, technical office, autocad, bim, communication, construction, design",on-site,full time,experienced,,1 month ago,sheraton, cairo, egypt
senior technical office architect engineer,egygab developments,"architectural engineering, technical office, bim, autocad software, bim modeling, technical office engineering, bim software, autodesk revit",on-site,full time,experienced,,1 month ago,heliopolis, cairo, egypt
photographer & videographer intern,autovroom,"photography, videography, adobe premiere, lighting, camera angles, camera operation, creative, premiere",hybrid,internship,student,,1 month ago,obour city, cairo, egypt
video editor intern,autovroom,"adobe photoshop, adobe premiere, creative, photography, premiere, video editing, after effects, motion graphics",hybrid,internship,student,,1 month ago,obour city, cairo, egypt
talent acquisition supervisor,bdo esnad,"human resources (hr), interviewing, recruitment, talent acquisition, hr, hr diploma, english, communication",on-site,full time,manager,,1 month ago,mohandessin, giza, egypt
mobile qa engineer (android & ios – native applications),madar soft,"qa, api testing, computer science, test cases, functional testing, istqb, oop",hybrid,full time,entry level,,1 month ago,fleming, alexandria, egypt
senior marketing specialist,confidential,"e-marketing, english, social media, marketing, communication, public relations (pr), digital marketing, business administration",on-site,full time,experienced,,1 month ago,10th of ramadan city, cairo, egypt
senior brand manager (eva cosmetics),akhnaton trading and distribution - eva group limted,"brand management, marketing, fmcg, personal care, brand",on-site,full time,manager,,1 month ago,abdeen, cairo, egypt
sales teamleader,green island,"real estate, sales target, sales, sales field, outdoor sales, indoor sales, sales planning",on-site,full time,manager,,1 month ago,new cairo, cairo, egypt
treasury accountant,cairoscan,"accounting, finance, treasury, financial analysis, cash management, risk management, financial reporting",on-site,full time,experienced,,1 month ago,dokki, giza, egypt
design engineer,kandil steel,"design, engineering",on-site,full time,experienced,,1 month ago,10th of ramadan city, cairo, egypt
full-stack web developer,generator,"php web development, web, web development, php, laravel, git",on-site,full time,experienced,,1 month ago,heliopolis, cairo, egypt
last mile manager,misr no dust service,"last mile delivery, logistics operations, courier management, logistics, startup, supply chain",on-site,full time,manager,,1 month ago,abu rawash, giza, egypt
senior account manager,generator,"customer service, marketing",on-site,full time,experienced,,1 month ago,heliopolis, cairo, egypt
creative copywriter,generator,"copywriting, creative, ux writing, branding, writing, marketing, content creation",on-site,full time,experienced,,1 month ago,heliopolis, cairo, egypt
contract engineer,hyundai rotem,"construction, contracting, engineering, microsoft office, contract management, civil engineering, fidic",on-site,full time,experienced,,1 month ago,cairo,cairo, egypt
science teacher,badr tigers' modern language schools,"teaching, chemistry, science, biology, physics, technology, communication, computer science",on-site,full time,experienced,,1 month ago,hadayek october, giza, egypt
senior brand manager,confidential,"brand marketing, branding, brand management, marketing, strategic planning, market research, product launch",on-site,full time,experienced,,1 month ago,downtown, cairo, egypt
math teacher,badr tigers' modern language schools,"math, mathematics, teaching, schools",on-site,full time,experienced,,1 month ago,hadayek october, giza, egypt
asp.net developer (ai-assisted development),roaya,".net, ai, asp, asp.net, computer science, information technology (it), development",on-site,full time,experienced,,1 month ago,maadi, cairo, egypt
personnel specialist,national technology group,"human resources (hr), personnel",on-site,full time,entry level,,1 month ago,6th of october, giza, egypt
treasury accountant,petromin,"financial reporting, erp systems, data analysis, attention to detail, problem solving, communication, ifrs, finance, erp",on-site,full time,entry level,,1 month ago,maadi, cairo, egypt
general ledger & taxation accountant,petromin,"financial reporting, erp systems, data analysis, attention to detail, problem solving, communication, ifrs, finance, erp",on-site,full time,entry level,,1 month ago,maadi, cairo, egypt
training coordinator,skillfield,"training delivery, coordination, digital marketing, curriculum development, logistics management, communication skills, organizational skills, presentation skills, microsoft office suite",on-site,full time,entry level,,1 month ago,cairo,cairo, egypt
sr.full stack java developer,clinizone,"jwt/oauth2, java, software development, javascript, restful  apis and, microservices, fhir, hl7, dicom, cda, and ihe profiles., maven/gradle, and ci/cd tools, angular",remote,full time,experienced,,1 month ago,sheraton, cairo, egypt
maintenance manager (oil & gas),oil & gas services (free zone),"preventive maintenance, maintenance engineering, commitment, problem-solving, communication skills, maintenance management, communication",on-site,full time,manager,,1 month ago,cairo,cairo, egypt
rig mechanic,oil & gas services (free zone),"rig mechanical maintenance, troubleshooting and diagnostics, preventive maintenance, team leadership, technical documentation, safety compliance, equipment inspection",on-site,full time,experienced,,1 month ago,new cairo, cairo, egypt
storekeeper / warehouse manager (oil & gas),oil & gas services (free zone),"organisation, warehouse, storkeeper, storage, logistics, inventory management, procurement",on-site,full time,manager,,1 month ago,obour city, cairo, egypt
rig instrumentation engineer,oil & gas services (free zone),"rig instrumentation maintenance, instrumentation engineering, troubleshooting, control systems, calibration, technical documentation, team collaboration",on-site,full time,manager,,1 month ago,new cairo, cairo, egypt
product development lead,elabd foods,"business development, development, product, product development",on-site,full time,manager,,1 month ago,cairo,cairo, egypt
payroll team leader,concrete plus,"payroll, compensation, human resources (hr), administration, business administration, communication, construction, leadership, microsoft excel",on-site,full time,manager,,1 month ago,new cairo, cairo, egypt
export sales supervisor – fresh fruits & vegetables,confidential,"export, export sales, sales, vegetables, fresh produce, international trade, supply chain management, customer relationship management",on-site,full time,manager,,1 month ago,new cairo, cairo, egypt
export sales supervisor - iqf fruits & vegetables,confidential,"export, export sales, sales, vegetables, iqf products, international trade, customer relationship management, supply chain management",on-site,full time,manager,,1 month ago,new cairo, cairo, egypt
export sales department head,beroia decor,"manufacturing, sales, export, logistics, international trade, business development, market analysis, negotiation, strategic planning",on-site,full time,manager,,1 month ago,new cairo, cairo, egypt
sales administrator,global brands,"business administration, ms office, sales administrator, sales, office, ms excel, excel",on-site,full time,experienced,,1 month ago,new cairo, cairo, egypt
tax accountant,al qaswaa,"tax accounting, accounting, finance, tax",on-site,full time,experienced,,1 month ago,maadi, cairo, egypt
