title,company,location,skills,Type,Duration,experience_level,salary,date_posted
Production Planning & MRP Manager,Confidential -,"Nasr City, Cairo, Egypt ","['mrp', 'production planning', 'erp system', 'analysis', 'engineering', 'leadership', 'erp', 'management']",On-site,Full Time,Manager,Confidential,15 days ago
Proposal Team Leader – STP/WTP,System Technique -,"Abu Rawash, Giza, Egypt ","['wtp', 'stp', 'water treatment', 'wastewater treatment', 'mechanical engineering', 'chemical engineering', 'team leadership', 'civil engineering', 'construction']",On-site,Full Time,Manager,Confidential,15 days ago
Civil Site Engineer,Arabian company for construction and management -,"Cairo, Egypt ","['civil engineering', 'site engineering', 'construction', 'engineering', 'junior engineer', 'autocad', 'structure', 'project management', 'technical drawing']",On-site,Full Time,Experienced,Confidential,15 days ago
Sr. HVAC Engineer,Afniah Consulting Engineering  -,"Heliopolis, Cairo, Egypt ","['hvac', 'mechanical engineering', 'engineering', 'design', 'revit mep', 'revit bim', 'autocad', 'communication', 'mechanical']",On-site,Full Time,Experienced,Confidential,15 days ago
Quality Engineer,Kandil Industries -,"New Cairo, Cairo, Egypt ","['engineering', 'quality assurance', 'quality control', 'communication', 'management', 'manufacturing', 'quality management']",On-site,Full Time,Experienced,Confidential,15 days ago
Electrical Maintenance Engineer,Investment Company For Dairy Products  -,"Alsadat City, Monufya, Egypt ","['electrical maintenance engineer', 'maintenance engineering', 'manufacturing industry', 'electrical engineering', 'maintenance', 'engineering']",On-site,Full Time,Experienced,Confidential,15 days ago
Medical Approval Supervisor,Diamond Medical Services -,"Heliopolis, Cairo, Egypt ","['medical insurance', 'approval', 'insurance', 'management', 'communication', 'medical', 'administration', 'pharmacy', 'sales']",On-site,Full Time,Manager,Confidential,15 days ago
Mechanical MEP Quantity Surveyor ( Fluent English),INNOVATIVE CONSULTING PARTNERS -,"Cairo, Egypt ","['mep', 'mechanical engineering', 'mechanical', 'quantity surveying', 'tendering', 'cost estimation']",Remote,Full Time,Experienced,Confidential,16 days ago
Live Content Creator,KWnG Group -,"Maadi, Cairo, Egypt ","['marketing', 'social media', 'writing', 'live streaming', 'content creation']",On-site,Full Time,Entry Level,Confidential,16 days ago
QA & AI Validation,YZH -,"New Cairo, Cairo, Egypt ","['quality assurance', 'ai', 'programming language', 'software development']",On-site,Full Time,Experienced,Confidential,16 days ago
Senior HR Business Partner & Talent Management,Happy sweet -,"Qaha, Qalubia, Egypt ","['business administration', 'recruitment', 'management', 'human resources (hr)', 'talent management', 'talent acquisition']",On-site,Full Time,Entry Level,Confidential,16 days ago
Customer Service Manager,EBSS - Elite Business Solution Service -,"Tanta, Gharbia, Egypt ","['customer care', 'customer service', 'customer support', 'business administration', 'communication', 'administration', 'leadership', 'management']",On-site,Full Time,Manager,Confidential,16 days ago
HR Coordinator,Midea Group -,"6th of October, Giza, Egypt ","['human resources (hr)', 'recruitment', 'microsoft office', 'hr operations', 'business administration', 'administration', 'communication', 'hris', 'onboarding']",On-site,Full Time,Entry Level,Confidential,16 days ago
E-Commerce Senior Marketplace,Ahmed El-Sallab -,"Mokattam, Cairo, Egypt ","['e-commerce', 'commerce', 'marketing', 'social media']",On-site,Full Time,Experienced,Confidential,16 days ago
Full Stack Developer,GOLD ERA   -,"Cairo, Egypt ","['computer science', 'information technology (it)', 'software development', 'javascript', 'html', 'css', 'typescript']",On-site,Full Time,Experienced,Confidential,16 days ago
Junior Mechanical Production Engineer,Medineeds -,"Marg, Cairo, Egypt ","['engineering', 'mechanical', 'mechanical engineering', 'production', 'cad', 'design', 'mechanical production', 'manufacturing']",On-site,Full Time,Entry Level,Confidential,16 days ago
Retail Sales-Agent,GOLD ERA   -,"Mansoura, Dakahlia, Egypt ","['retail sales', 'retail', 'sales', 'sales target']",On-site,Full Time,Experienced,Confidential,16 days ago
Early Years Academic Director (EYFS) – Remote,tech technology  -,"Cairo, Egypt ","['academic teaching', 'academic research', 'business administration', 'administration', 'academic writing']",Remote,Full Time,Senior Management,Confidential,16 days ago
Architectural Finishing Engineer,TBK Developments -,"New Cairo, Cairo, Egypt ","['architecture', 'autocad', 'construction', 'engineering', 'microsoft excel', 'civil engineering']",On-site,Full Time,Experienced,Confidential,16 days ago
Telesales Specialist – Remote,tech technology  -,"Cairo, Egypt ","['sales', 'telesales', 'customer service', 'communication', 'crm', 'sales field', 'sales target']",Remote,Full Time,Experienced,Confidential,16 days ago
3 D Designer,smartsigns  -,"Dokki, Giza, Egypt ","['design', '3ds max', 'autocad', 'engineering', 'adobe photoshop', 'v-ray', 'sketchup', 'architecture design']",On-site,Full Time,Experienced,Confidential,16 days ago
Data Analyst,TechJump -,"Alexandria, Egypt ","['computer science', 'data analysis', 'information technology (it)', 'sql', 'python', 'data visualization', 'statistical analysis', 'machine learning fundamentals', 'database management']",Hybrid,Full Time,Experienced,Confidential,16 days ago
Tax Accountant,TBK Developments -,"Cairo, Egypt ","['accounting', 'erp', 'finance', 'financial analysis', 'microsoft office', 'payroll', 'tax', 'vat', 'accounting software']",On-site,Full Time,Experienced,Confidential,16 days ago
System Administrator,Confidential -,"Alexandria, Egypt ","['engineering', 'information technology (it)', 'system administration', 'network administration', 'cloud platforms', 'virtualization', 'troubleshooting', 'security management']",Hybrid,Full Time,Experienced,Confidential,16 days ago
Senior Facade Design Engineer,Integrated Façade Solution -,"Heliopolis, Cairo, Egypt ","['2d', 'aluminum', 'architecture', '3d', 'autocad', 'autocad 2d', 'engineering', 'english']",On-site,Full Time,Experienced,Confidential,16 days ago
Talent Acquisition Internship,Bakeland Egypt  -,"10th of Ramadan City, Cairo, Egypt ","['recruitment', 'interviewing', 'human resources (hr)', 'talent acquisition', 'candidate sourcing', 'applicant tracking systems (ats)', 'communication skills', 'organizational skills', 'time management']",On-site,Internship,Entry Level,Confidential,16 days ago
Data Entry Specialist,Cairo Transport & Touring  -,"Downtown, Cairo, Egypt ","['administration', 'data entry', 'ms office', 'data', 'english', 'excel', 'microsoft office', 'typing']",On-site,Full Time,Experienced,Confidential,16 days ago
Tendering Senior Engineer,National Electricity Technology Co. -,"Agouza, Giza, Egypt ","['tender preparation', 'technical proposal writing', 'cost estimation', 'project coordination', 'contract analysis', 'risk assessment', 'supplier negotiation', 'time management']",On-site,Full Time,Experienced,Confidential,16 days ago
Office Manager,Confidential -,"Cairo, Egypt ","['office management', 'administration', 'microsoft office', 'organization', 'multitasking', 'communication', 'reliable']",On-site,Full Time,Manager,Confidential,16 days ago
Startup Investment and Programs Manager,ITIDA -,"6th of October, Giza, Egypt ","['program management', 'information technology (it)', 'startup', 'startup ecosystem']",Hybrid,Full Time,Manager,Confidential,16 days ago
Group Treasury Manager,Confidential -,"Sheraton, Cairo, Egypt ","['treasury management', 'cash flow analysis', 'liquidity planning', 'financial reporting', 'risk management', 'bank relationship management', 'financial modeling', 'analytical thinking']",On-site,Full Time,Manager,Confidential,16 days ago
Business Development Executive,Apex Ascension Inc. -,"Cairo, Egypt ","['outbound calls', 'cold calling', 'appointment setting', 'sales', 'outdoor sales', 'b2b', 'booking', 'crm']",On-site,Full Time,Experienced,Confidential,16 days ago
Horeca Sales Manager,Investment Company For Dairy Products  -,"Abu Alnumros, Giza, Egypt ","['horeca sales', 'sales management', 'dairy products', 'fmcg sales']",On-site,Full Time,Manager,Confidential,16 days ago
Retail Collection Team Leader,Premium Card -,"Dokki, Giza, Egypt ","['communication', 'retail']",On-site,Full Time,Experienced,Confidential,16 days ago
Senior Electrical Design Engineer,TBK Developments -,"New Cairo, Cairo, Egypt ","['electrical design', 'engineering', 'design', 'autocad', 'cad', 'computer science', 'development', 'dialux']",On-site,Full Time,Experienced,Confidential,16 days ago
"Senior Odoo Consultant (Functional & Technical)| Downtown, Cairo",AL Masa -,"Downtown, Cairo, Egypt ","['erp', 'odoo', 'information technology (it)', 'computer science', 'odoo development', 'odoo erp', 'erp system']",On-site,Full Time,Experienced,Confidential,16 days ago
Electrical Maintenance Manager,El Banna Group Company -,"10th of Ramadan City, Sharqia, Egypt ","['engineering', 'maintenance', 'mechanical engineering', 'management', 'electronics engineering', 'electrical engineering', 'electrical maintenance', 'microsoft office', 'planning']",On-site,Full Time,Manager,Confidential,16 days ago
Sales Manager,AL Masa -,"Downtown, Cairo, Egypt ","['sales', 'sales target', 'cctv system', 'cpd', 'sales planning', 'sales plans', 'sales field']",On-site,Full Time,Manager,Confidential,16 days ago
Accountant,White Gold -,"Cairo, Egypt ","['accounting', 'finance', 'financial', 'financial analysis', 'financial management', 'financial reporting', 'microsoft excel', 'microsoft office', 'reporting']",On-site,Full Time,Entry Level,Confidential,16 days ago
Sales Supervisor,Confidential -,"Cairo, Egypt ","['sales', 'sales target', 'outdoor sales', 'sales planning', 'sales field']",On-site,Full Time,Experienced,Confidential,16 days ago
Technical Office Architect,Partner & More -,"Obour City, Cairo, Egypt ","['autocad', 'engineering', 'architecture', 'architectural engineering', 'technical office', 'architectural design', 'autocad architecture', 'real estate']",On-site,Full Time,Manager,Confidential,16 days ago
Sales Engineer,Confidential -,"New Nozha, Cairo, Egypt ","['petroleum engineering', 'mechanical engineering', 'technical support', 'technical sales', 'outdoor sales', 'b2b', 'b2b sales', 'b2b marketing']",On-site,Full Time,Experienced,Confidential,16 days ago
ClickUp Administrator / Systems & Operations Specialist,United Elite Company      -,"Cairo, Egypt ","['information technology (it)', 'administration', 'analysis', 'communication', 'computer science', 'hr', 'recruitment', 'reporting']",Remote,Full Time,Experienced,Confidential,16 days ago
Accounting Manager,Goldentex -,"10th of Ramadan City, Sharqia, Egypt ","['accounting', 'finance', 'financial analysis', 'financial management']",On-site,Full Time,Manager,Confidential,16 days ago
CEO Personal Assistant,AccrediGo -,"Smouha, Alexandria, Egypt ","['business administration', 'marketing', 'business development', 'public relations (pr)', 'administration', 'management', 'microsoft office']",On-site,Full Time,Experienced,Confidential,16 days ago
HCM Consultant,Confidential -,"Heliopolis, Cairo, Egypt ","['hcm implementation', 'oracle hcm cloud', 'hris configuration', 'project management', 'stakeholder management', 'business analysis', 'system integration']",Hybrid,Full Time,Senior Management,Confidential,16 days ago
Sales Software Supervisor,Confidential -,"Nasr City, Cairo, Egypt ","['odoo', 'sales', 'client relationship management', 'crm system']",Hybrid,Full Time,Experienced,Confidential,16 days ago
Technical Procurement Engineer,Amreyah Cement -,"Cairo, Egypt ","['technical procurement', 'communication', 'procurement', 'procurements', 'purchasing', 'computer science', 'engineering', 'information technology (it)']",On-site,Full Time,Entry Level,Confidential,16 days ago
Area Sales Engineer,BEDO Company  -,"6th of October, Giza, Egypt ","['engineering', 'sales']",On-site,Full Time,Experienced,Confidential,16 days ago
Accounts Receivable Senior Specialist,Ariston Thermo -,"New Cairo, Cairo, Egypt ","['accounting', 'commerce', 'english', 'finance', 'sap', 'microsoft office', 'financial management', 'tax', 'account reconciliation']",On-site,Full Time,Experienced,Confidential,16 days ago
Senior B2B Sales Specialist – Chemicals & Industrial Raw Materials | Alexandria,Horizon Chemical for Special Chemicals  -,"Stanley, Alexandria, Egypt ","['raw materials', 'sales', 'chemistry', 'chemical engineering', 'raw material', 'industrial raw materials', 'factories', 'outdoor sales', 'negotiation, communication, and presentation skills']",On-site,Full Time,Experienced,Confidential,16 days ago
